발화	감정
친구들이 생일이라고 이벤트를 준비했네. 너무 신난다.생각지도 못한 깜짝 이벤트라 너무 놀랐어.이번 생일은 기대를 안 하고 있었거든. 그런데 나 몰래 깜짝파티를 준비했더라고.	2
오십 대에 일을 하고 있다는 것이 나에게는 참 만족스러워.업무 스트레스가 없진 않지만 그래도 내게 주어진 일이 있어서 감사하게 하고 있지.요즘같이 힘든 세상에 일하는 것 자체가 행복이지.	2
나이 먹어가는 것이 꼭 나쁘지만은 않아. 세상을 바라보는 관점이 좀 편안해졌어.정치나 경제를 생각하면 답답하지만 중년으로서 책임감 때문인지 우리가 좀 중심을 잡고 있어야 젊은이들이 덜 혼란스러워할 것 같아.어떤 상황에도 흥분하기보다 차분함을 지키고 시대의 흐름에도 느긋하게 기다리는 마음을 가지려고 노력하게 돼.	2
최근에 아이들에게 참 만족스러운 기분을 느끼는 일이 있었어.요즘 아이들이 요구하는 걸 여러 가지 재정적인 이유로 거절했는데 몹시 기분 상해하는 거야.아이들에게 우리 집의 재정 상태와 형편을 솔직히 얘기해 주었지. 그러니까 아이들이 자신의 경솔함을 반성하고 후회하더라고.	2
나는 은퇴를 하더라도 마음이 맞는 남편이 있으니 걱정이 없어.남편과 나는 취미도 같고 대화도 잘 되는 편이라 서로 신뢰하는 부분이 많은 것 같아. 그래서 든든하지.서로 의지가 되니 은퇴 후에도 행복할 거 같아.	2
다음 달에 퇴직이라 감사한 마음에 오늘 회사에 퇴직 선물을 돌렸어.작은 떡 세트를 돌렸어.  돌리면서 여러 감정이 섞여 기분이 묘하더라고.삼십 년 넘게 한 직장을 은퇴까지 다닐 수 있었으니 모두에게 감사하는 마음이 제일 큰 것 같아.	2
요즘 너무 신이 나서 어제 회사에 커피를 돌렸어.신입 사원 때 받은 우리 사주를 계속 가지고 있었는데 이번에 상장하면서 스무 배가 뛰었어.	2
이제 나도 달리기 할 수 있다! 이번 주말부터 당장 뛰어야겠네 너무 흥분된다.지난 삼 년 동안은 혈압이 너무 안 좋아서 의사가 절대 뛰지 말라고 했었지.오늘 아침 병원 갔더니 의사가 이제 혈압이 정상이시니 뛰셔도 된다고 하더라고.	2
나이가 들면서 업무 강도가 세지는 것 같아.감당할 수 있는 양보다 더 많이 떠안는 것 같아 스트레스받을 때가 많아그래도 이 나이에 직장을 가지고 있다는 건 다행이지. 	2
드디어 취업에 성공했어 너무 기뻐.졸업하기 전까지 취업 안 될까 봐 걱정이 많았는데 다행이야.직장도 내가 원한 곳이고 집과도 가까워서 맘 편히 다닐 수 있을 것 같아.	2
야호! 나 드디어 면접 최종 합격했어 정말 기뻐.엄청난 경쟁률을 뚫고 내가 최종 합격이 된 거라 더 흥분돼!	2
남자친구한테서 오늘 프러포즈를 받았어.남자친구도 나를 너무 사랑하는 것 같고 나도 남자친구를 너무 사랑해서 빨리 결혼하고 싶어.지금 남자친구랑 내년에 결혼하고 이 년 후에 아기를 가질 예정이야.	2
지난주에 위암이 의심된다고 정밀 검사를 받아 보자 해서 검사하고 왔는데 정말 다행이야.오늘 오전에 병원 다녀왔어.혹시라도 위암이라고 할까 봐 너무 걱정했는데 다행스럽게 위암은 아니고 만성 위염이래.	2
작년 이맘때쯤 건강검진을 했는데 지방간에 혈중 콜레스테롤 수치가 조금 높다는 말을 들었었어. 하지만 다행이야.그 말을 듣고 나서부터 운동을 시작하고 주말에는 틈틈이 자전거도 타고 했더니 간 수치 콜레스테롤 수치가 좋아졌다고 칭찬하셨어.	2
이번 달은 어려웠는데 실적을 달성해서 다행이야.다음 달도 이렇게 하면 좋겠어.잘 할 수 있겠지?	2
스트레스 없이 일하니까 정말 좋네. 마음이 편안해.내가 하고 싶은 일을 하니까 부담이 없어.다행히 좋은 동료들도 있어서 성과도 좋아.	2
아내가 왜 이렇게 집안일에 무심한 지 모르겠어. 어질러진 집구석을 보면 화가 나.내가 당뇨가 있어서 음식도 신경 써달랬는데 귓등으로도 안 듣는 것 같아.내가 좀 도와야 하나? 생각해보니 아내 혼자서는 버거울 수 있겠어.	1
이번 달에는 아내에게 줄 생활비가 없어서 0해.이제 내 몸도 성치 않고 계속 돈을 벌어다 주는 것도 힘이 들어.자식들에게 연락을 해봐야겠어. 혹시 조금이라도 도와줄 순 없는지 말이야.	1
자식들한테 돈 좀 달라고 부탁하는 내 모습이 너무 비참하고 답답해.요즘 형편이 좋지 않아. 내 병원비도 많이 들고 말이야.잘 모르겠어. 내 스스로가 너무 한심하고 0해.	1
형편이 넉넉한 것도 아닌데 수술비가 너무 많이 나오네. 수술을 계속 미룰 수는 없는데 너무 초조해.의사선생님한테 사정사정을 해서 겨우 미뤘는데 돈은 어디서 구해야 할 지.염치 없지만 자식들에게 연락을 해봐야겠어.	1
은행 대출이 막혀서 생활비를 구할 수가 없어. 이제 어떻게 살아야 하나 막막해.당장 내일 밥은 어떡하고 내 병원비는 어쩌지.어떻게 해야 할 지 모르겠어. 눈 앞이 캄캄해.	1
자식들이 같이 살게 돼서 생활비가 더 빠듯하네. 앞으로 더 힘들어질까 봐 걱정이야.자식들 보고 나가라고 할 수는 없는 노릇이고 큰일이네.아내와 대화를 해봐야겠어. 방법을 생각해봐야지.	1
이번 달 월세를 낼 돈이 없을 것 같아 0하고 초조해.이번 달 병원비가 생각보다 많이 나왔어.집주인에게 미리 양해를 구해봐야겠어. 이번이 처음이니 이해해주시겠지.	1
병원비를 낼 돈이 없어서 친구한테 돈을 빌려달라고는 했는데 갚을 수는 있을지 걱정이야.병원비는 날이 갈수록 눈덩이처럼 늘어나는 것 같아. 건강관리를 잘 할 걸 후회가 돼.친구한테 사실대로 형편을 말해야겠어.	1
신혼여행 당일 비행기가 결항돼서 일정이 꼬여버렸어. 너무 분노를 느껴.다른 여행도 아니고 신혼여행인데 너무 화가나.근처에 볼거리 많은 곳 가서 맛있는 것도 먹고 재밌게 놀아야겠어.	1
친구가 몸에 좋은 약을 추천해줬는데 솔직히 못 믿겠어.예전에도 몸에 좋다고 했던 게 부작용이 있었거든. 이번에도 그럴까 봐 안 믿게 되네.일단은 한 번만 먹어보고 몸 상태를 살펴봐야겠어.	1
기운 없는 모습을 자녀들에게 보이기 싫어서 일부러 찾아오지 말라 했어. 이런 내 모습 때문에 굉장히 분노를 느껴.나이를 먹으면 당연한 거긴 한데 자녀들이 슬퍼할까 봐 그게 싫어.계속 자녀들을 안 보고 살 순 없으니 자녀들에게 내 상황을 그대로 솔직하게 말을 하는 게 낫겠어.	1
밖을 나가면 사람들이 나에게 해코지를 할 것 같아서 되도록 집에만 있어. 굉장히 방어적으로 돼.실제로 해코지를 한 사람은 없었지만 그래도 고민 중이야. 집에만 있어서 답답한 건 사실이야.아무래도 일어나지도 않은 일 때문에 걱정하는 것보단 나가서 부딪혀보는 게 낫겠어.	1
타 부서와 협력을 해야 할 일이 많아 신경 써야 할 게 배로 늘었어. 일이 많아 힘들어.그런데도 팀원들은 잘 따라오지 않는 것 같아 더 화가 나.회식을 통해 팀 분위기를 바꿔봐야겠어.	1
남편은 내게 잔소리를 못해서 안달이야. 매일 잔소리를 들으니 점점 더 화가 나.이렇게 심한 말을 매일 들으니 정말 답답하고 서러워.친구들을 만나서 남편 욕 좀 하고 올래.	1
아들이 공부는 안하고 게임만 해서 잔소리하고 싶어 죽겠어. 게임만 하는 모습을 보면 정말 화가 나.잔소리하면 역효과가 날까 봐 얘기도 제대로 못 하고 정말 안달이 나.남편과 아들에 대해 어떻게 하면 좋을지 이야기해 봐야겠어.	1
남편이 계획도 없이 사업한다고 퇴사를 한다는데 상의도 없이 이러니 정말 화가 나.다른 일도 아니고 계획도 없이 퇴사를 하면 앞으로는 어떻게 살아갈 건지 정말 답답해.남편이 퇴근하고 오면 진지하게 앞으로의 계획에 대해 이야기 해봐야겠어.	1
남편이 고향 친구에게 빌려준 삼천만 원을 아직도 받지 못했어. 벌써 일 년이 지났는데 시간이 갈수록 화가 나.이렇게 시간이 흘러 돈을 받지 못할까 봐 안달이 나.남편과 이 일에 대해 앞으로 어떻게 할 건지 대화를 해봐야겠어.	1
남편이 직장 선배 보증을 선다는 것을 말리느라 혼났어. 상의도 없이 하려고 했다니 정말 화가 나.왜 항상 중요한 일을 나와 상의하지 않고 먼저 일을 벌이는 건지 정말 답답해.항상 화를 먼저 냈는데 이번엔 조금 더 진지하게 대화를 해봐야겠어.	1
난 돌머리인가 봐. 이번 시험은 공부를 정말 열심히 했는데 성적이 더 떨어졌어.내 친구는 이번에 성적이 올랐대. 나랑 비슷한 애였는데.내 공부 방법이 잘못된 걸까? 너무 비효율적으로 공부를 하고 있는 것 같아.	1
나는 태생적으로 머리가 나쁜가 봐. 수업을 들어도 집중도 못 하겠고 잘 기억도 안 나서 내 자신에게 화가 나.한 번만 들어도 다 기억하는 사람도 있는데 난 왜 이렇게 기억력이 나쁠까?예전에 텔레비전에서 보니까 기억 잘하는 암기법이 따로 있대. 그런 암기법을 찾아서 따라해 봐야겠어.	1
오늘 체육 시간에 반 애들 중 아무도 나랑 짝을 안 하려고 해서 너무 화가 나.도대체 내가 뭘 어쨌다고 나를 싫어하는지 모르겠어.나가서 야구라도 하고 와야겠어.	1
암세포가 전이되어 다른 병까지 얻게 되었는데 보험처리가 안 된다는 말에 화가 났어.왜 보험을 이렇게 만들어 놓은건지. 가입할 때 제대로 확인했어야 하는데.보험에 가입을 할 때 내가 제대로 확인을 못 했던 게 잘못이니 어쩌겠어. 다음부터 더 꼼꼼이 확인해야지.	1
아내가 잔소리를 많이 하는 편인데 요즘은 한 귀로 듣고 흘려버려.예전에는 그렇지 않았는데 요즘은 아내의 잔소리가 너무 듣기 싫고 귀찮아.너무 오래 같이 살아 권태기가 온 건가봐. 당분간 아내와 접촉을 좀 줄여봐야겠어.	1
집에만 가면 가족들이 괴롭혀 자꾸 바깥으로 나가게 돼.나도 혼자 쉴 수 있는 나만의 시간과 공간이 필요해.나만의 시간을 위해서 나만의 취미나 공간을 만들어 봐야겠어.	1
미래에 대해 더 이상 자식들과 얘기하기 싫어.자식들이 이제 나를 가르치듯이 잔소리를 해. 짜증이 날 지경이야.이젠 자식들과 말싸움하는 것도 지쳤어. 그냥 내 방식대로 살래.	1
가족들 중에 내 마음을 알아주는 사람이 없고 모든 게 다 귀찮아.가족들인데 왜 내 마음 같지 않지?내가 너무 내 생각만 하는 건가? 다시 한 번 반문해 봐야겠어.	1
집에서 빈둥대는 아들 녀석을 친구들이 놀리는데 사업 준비 중이라고 거짓말 했어.내가 아들만 생각해도 속상한데 친구들한테 놀림 받아서 더 마음 상해야겠어?계속 거짓말 하기도 좀 그러니 아들 얘기가 나오면 주제를 딴 곳으로 돌려야겠어.	1
나는 아직 연애 할 마음이 없는데 엄마가 자꾸 소개팅에 나가보라고 해서 짜증나.요즘은 혼자 사는 사람도 많은데 왜 자꾸 만남을 강요하는지 모르겠어.날을 잡고 진지하게 아직은 누굴 만나고 싶지 않다고 말해보려고 해.	1
친구가 대기업에 취직했는데 엄마가 그 친구랑 비교를 하며 잔소리를 해. 너무 짜증나독려를 해줘도 부족한데 비교를 하니까 내 자존감이 떨어져.내 나름대로의 노력을 하고 있다는 것을 알리고 응원해 달라 해야겠어.	1
상사가 직장 동료가 나보다 일을 잘한다고 자주 비교를 해. 너무 짜증나나도 회사 일을 열심히 하는데 혼나기만 해서 일의 능률이 떨어지는 거 같아.내가 자주 실수하던 부분은 고치도록 노력하고 모르는 부분에 대해 잘 해결하도록 노력해야겠어.	1
만나는 남자들 중에서 결혼을 하고 싶은 상대는 없는데 결혼은 하고 싶어.연애했던 남자들 중에는 결혼을 하고 싶다는 생각을 들게 한 사람이 없어서 짜증나.결혼에 대한 기준이 너무 높나 봐. 나의 기준을 현실적으로 조정해봐야 할 거 같아.	1
회사 회식 문화 때문에 어쩔 수 없이 회사에 참석하는데 사실 너무 재미없고 힘들어.회식 자리에서 상사 기분 맞춰주고 그러다 보면 일하는 느낌이야.그냥 회식에서 눈치 보지 말고 먹고 싶은 것 먹고 즐기고 와야겠어. 피할 수 없으면 즐겨야지.	1
친구들의 모임에서 서로 자기 자랑만 하는 거 같아서 대화 하고 싶지 않아.나에 비해 친구들이 잘 살고 있는 거 같아서 듣기도 힘들어.자랑만 하는 친구들에게 듣기 거북하다고 솔직하게 말해야겠어.	1
잘 나가는 애들이 자기 숙제를 딴 애한테 시키는걸 보면 화가 나서 참을 수가 없어.잘나간다고 자기가 할 일을 남한테 떠넘기는 게 구역질 나.아무래도 선생님께 이야기해야겠어.	1
선생님이 얼굴보고 평가를 하는 거 보니 화가 나.예쁘장한 친구들은 점수가 다 높더라고.아무래도 신문고에 건의를 넣어봐야겠어.	1
내가 하고 싶은 일은 게이머인데 엄마는 듣지도 않고 안 된다고만 하니 짜증나.아무리 틀에 박혔다고 해도 요즘 게이머가 얼마나 유망직종인데.아무래도 게임 대회에 나가서 내 성적을 눈으로 보여줘야겠어.	1
알파벳도 모르는 게 내 영어시험 사십 점 받은 거 보고 비웃는 것을 보고 화가 났어.본인은 알파벳도 다 못 외우면서! 어떻게 나를 비웃을 수 있지?놀리지 말라고 친구와 따로 진지하게 이야기를 해봐야겠어.	1
선생님이 자율학습 때 뺏었던 휴대폰을 반장만 줘서 짜증나.긴급한 상황에 연락을 하라고 줬다지만 이건 공평하지 않잖아.모두가 자율학습이 끝나면 핸드폰을 받는 게 맞는 거 같다고 건의해봐야지.	1
나보다 낮은 성적을 받은 애들이 핑계거리는 제일 많은 게 정말 화가 나.걔들 때문에 학업 성적이 떨어져서 우리 반이 또 꼴지 했잖아.성적이 낮은 친구랑 성적이 높은 친구를 붙여서 스터디 그룹을 따로 만들어보자고 얘기해봐야지.	1
조별과제 때는 아무것도 안 한 친구가 다른 사람들 앞에서 유세를 떠는 게 아주 구역질 난다.발표한다고 앞에서 말만 번드르르하게 한다고 다가 아닌데 꼴 보기 싫어서 혼났네.앞으로는 파트를 쪼개서 담당 부분을 각자 발표하고 참여 안 하면 점수를 못 받아도 그냥 제출할거야.	1
선생님이 친구들과 사이 좋게 지내세요 라고 얘기하는 걸 들으니 화가나.이미 따돌림을 받고 있는 애한테 그런 얘길 하는 게 무슨 소용이람.아무래도 학급회의시간에 학교폭력 예방에 대한 논의를 해봐야겠어.	1
따돌림 하는 놈들이 무서워서 모른 척하는 친구들이 더 미워.남의 고통을 보고도 가만히 있는 게 너무 화가나. 자기 일이 아니라는 거지.상담 선생님께 살짝 찾아가 상황을 이야기해 볼까 해.	1
학교 폭력을 도와주겠다고 말하는 친구들에게 됐다고 짜증냈어.학교폭력을 고작 선생님께 말하자는 게 단데 그걸 누가 몰라서 안하고 있었겠어?담임은 일을 덮으려고 할 테니 아무래도 교육청 홈페이지에 신고해야겠어.	1
아빠가 따돌림을 당하고 있는 걸 선생님에게 알린다고 해서 싫다고 했어.아빠는 선생님이 개입하면 해결될 거라고 생각하는 게 어이없어서 화를 냈어.아빠한테 화낸 거 사과하고 선생님이 끼면 더 힘들어질 것 같다고 내 생각을 말해 볼 거야.	1
은행 미납대출금을 갚으라고 독촉 문자가 왔어. 짜증나서 못살겠네.은행 대출금을 갚으라고 독촉 문자가 하루에 열 번씩은 와.인터넷 쇼핑이나 하면서 기분을 풀어야겠어.	1
은퇴를 해도 주변 이것저것 정리할 일이 참 많아서 귀찮고 짜증나네.뭐부터 해야 할지 감도 안 오는데.먼저 업무 인계서부터 천천히 작성 해야지.	1
복권에 당첨됐는데 연락도 없던 친척들이 돈을 달라고 하니 짜증나.당첨된 건 친척들이 어떻게 알아가지고. 핸드폰 전화 좀 그만 왔으면 좋겠어.전화번호를 바꾸고 연락을 끊어버릴까?	1
폐업신고를 해야 하는데 남편이 모두 나에게 떠넘겨서 짜증나 죽겠네.남편은 사업이 망했다고 낙심하고 자리에 누워버려서 아무것도 안 하려고 하니.나도 짜증나지만 남편을 위로해서 다시 힘낼 수 있게 해야겠지.	1
부모님이 이사를 간다 했는데 나만 할머니 집으로 가고 있어.부모님이 나한테 이사 간다고 하면서 할머니 집으로 보내려고 거짓말 한 것 같아. 너무 화가 나.너무 화가 나지만 부모님도 사정이 있을거라 생각하고 참아야지 어쩌겠어.	1
수업시간인데 친구가 계속 핸드폰 게임만 하네. 신경 쓰여.얘가 핸드폰 게임 하니까 나까지 멘탈이 흔들리는 것 같아.오늘은 친구한테 진지하게 이야기 해봐야겠어.	1
나랑 사이 안 좋은 애가 내 이야기 하는 게 들려. 너무 짜증나.나 없는데서 말하던가. 다 들리게 뭐하는 짓이지?한바탕 싸워야겠어. 적당히 좀 하라고 말이야.	1
시험 보는데 갑자기 배가 아파 와서 짜증나.아직 시험이 더 남아있는데 걱정이야.조금만 참았다가 쉬는 시간에 양호실을 다녀와야겠어.	1
날 괴롭힌 아이들의 만행이 밝혀져 하루라도 빨리 퇴학 처리됐으면 좋겠어.날 괴롭힌 아이들이 계속 학교에 나온다면 너무 괴로울 것 같아.담임 선생님께 얘기해서 그 아이들을 마주치고 싶지 않다고 강력하게 얘기해 볼까?	1
날 괴롭히는 애들이 전국에 알려져서 그 아이들이 평생 망신당했으면 좋겠어.세상 사람들이 그 아이들의 악행을 알고 나 같은 피해자가 또 생기지 않았으면 좋겠어.요즘엔 대부분의 사람이 에스엔에스를 이용하니 에스엔에스의 순기능을 이용해 보려고.	1
난 알코올 중독을 앓고 있어. 그런데도 친구들은 나에게 술을 권해서 이따금 화가 나.술을 정말 끊고 싶은데  주변에서 도와주질 않아.알코올 중독이 완벽하게  치료 될 때 까지 친구들을 만나지 말아야겠어.	1
서서히 나이가 들면서 건강했던 친구들이 몸이 아프다고 해서 0해.이럴수록 운동도 열심히 하고  건강을 더 챙겨야겠어.영양제도 잘 챙겨먹고  꾸준히 운동도 하고 좋은 음식을 잘 챙겨 먹을 거야.	1
아직 보험 가입을 못했어. 그래서 0하고 조급해.보험사도 많고 종류도 너무  많아서 어떤 걸 가입해야 할지 모르겠어.주변 사람들한테 어떤 보험  들었는지 물어보고 자세히 알아봐야겠어.	1
형이 내가 늦게 들어온 걸 엄마한테 일렀어. 너무 화가 나.형이 정말 얄미워.나가서 스트레스를 풀고 싶어.	1
아빠가 모르는 여자를 데려와서 엄마한테 전화로 얘기해줬어. 잘한 걸까?엄마한테 얘기는 했지만 앞으로 어떻게 해야 할지 모르겠어.없었어. 처음 겪어보는 일이야.	1
아빠가 너무 답답해서 아빠한테 아빠란 사람이 왜 그러냐고 소리를 질렀어.하지만 아빠가 답답한 걸 어떻게 해.아빠랑 차분히 얘기해봐도 좋았을 것 같아.	1
동생이 내 말을 무시해서 때렸어. 순간적으로 때렸는데 미안해서 어쩔 줄 모르겠어.동생이 너무 미워.이런 적이 처음이야. 어떻게 해야 할지 모르겠어.	1
우리 아빠는 매일같이 술과 담배를 해서 나도 담배를 피우기 시작했어.아빠도 한번 입장 바꿔서 느껴봐야 해.내가 피우고 나서 같이 금연해보자고 하면 어떨까?	1
우리 아빠가 술을 마시면 엄마를 때리고 나한테는 술을 따르라고 해. 무섭고 너무 싫어.아빠가 너무 싫고 무서워.모르겠어. 그러다가 아빠한테 들킬까 봐 무서워.	1
내가 가족들한테 꼴 보기 싫다고 하면서 욕을 해서 마음이 좋지 않아.가족들을 볼 자신이 없어.내가 먼저 미안하다고 해야겠지?	1
친구가 우리 집에서 볼일을 보고 가면 꼭 변기가 막혀있어. 정말 역겨워.친구가 집에 못 오게 할 수도 없고 어쩌지?그냥 내가 뚫고 말았지만 이제는 정말 하기 싫어.	1
직장 상사가 전체 회의 시간에 나를 지목하면서 트집을 잡아서 정말 짜증 나.왜 나한테만 그러는 거야.동료한테 고민 상담을 해봐야겠어.	1
상사가 회식마다 술에 취해서 무례하게 행동해. 정말 꼴 보기 싫어.직장생활이라 회식에 참여를 안 할 수도 없고 말이야.그런 게 어딨어? 너무 힘들어.	1
회사 선임이 내 아이디어를 자기 아이디어인 것처럼 회의에서 얘기했어. 너무 화가 나.이건 엄연히 내 아이디어를 도둑질한 거야.아니. 내가 어떻게 이야기를 하겠어.	1
지인이 자기의 이성 관계를 자랑하 듯이 여기저기 떠들고 다니는 사람이 있어. 이해할 수가 없어.궁금하지도 않은데 자꾸 이야기 하는 게 너무 짜증이 나.그 친구를 당분간 안 보는 게 좋을 것 같아.	1
상사가 자꾸 나한테만 일을 주는 것 같아. 너무 기분이 나빠.회사에 나가고 싶지 않을 정도야.그냥 좀 쉬고 싶어.	1
내 친구가 내가 짝사랑하는 사람과 사귀고 있다니 정말 구역질 나는 상황이었어.그런 녀석을 친구라고 믿었던 내가 바보라는 생각만 들어.친구와 대화를 좀 해봐야겠어. 얼마나 오래전부터 사귀건 지 궁금하니까.	1
아내의 면역력 때문에 치료가 끝날 때까지 만날 수 없다고 해서 좌절했어.지금도 많이 위독한데 치료 때문에 얼굴을 볼 수 없으니 답답해.빨리 낫기를 바라야지. 내가 할 수 있는 일이 없어.	1
아내가 인슐린 주사 가방을 소매치기가 채갔다고 전화했어. 세상에 이런 나쁜 놈들이 있다니.어이가 없고 화가 나네.아내를 빨리 데리고 와서 진정 시켜야 할것 같아.	1
어렸을 적부터 같이 자란 친구가 내 아내의 병원비를 들고 도망을 갔어. 너무 화가 나.그럴 거라 생각도 못 했던 친구라 너무 좌절감이 느껴져.아무런 생각도 들지 않아.	1
나보다 먼저 이혼했었던 친구가 폐질환으로 혼자 죽었어. 나도 혼자 죽게 되는 게 무서워졌어.이혼을 하면 좋을 줄 알았는데 혼자 죽는 모습은 너무 싫어.모르겠어. 갑자기 우울해지네.	1
의사가 내 체중을 감량하지 않으면 육 개월 내에 죽을 수도 있다고 말했어. 시한부 판정을 받은 것 같아.체중을 감량하는 것이 쉬운 일도 아니고 나는 이제 곧 죽을 거라는 거잖아.체중을 감량하기 위해서 노력해야겠지.	1
폐암으로 쓰러진 날 자식들이 얼굴도 비추지 않고 외면해서 좌절했어.내가 그렇게 지극정성으로 키웠는데 이제 와서 이런 대접을 받으니 화가 나.자식들이랑 이야기를 해보는 게 좋겠어.	1
허리 수술을 받았던 곳이 또 터져서 재수술을 해야 한다고 해서 화가 났어.수술을 어떻게 했길래 재수술을 해야 하는 거야.다른 병원에도 가봐야겠어.	1
입원해 있는 사이에 큰아들이 뇌출혈로 쓰러졌다고 아내가 전해줬어. 왜 나한테 이런 일이 일어나지.나 하나 아픈 것도 아내는 힘들 텐데 아들까지 이렇게 되다니 좌절감이 느껴지네.모르겠어. 그저 많이 힘드네.	1
아빠가 다른 여자와 안고 있는 것을 보고 구역질이 나.아빠한테 많이 화가 나고 엄마가 너무 불쌍해.말을 할지 말지 계속 고민 중이야.	1
외출하지 않는 날에는 하루도 씻지 않는 누나를 보면 구역질이 나.일주일 동안 외출하지 않을 때는 일주일 동안 한 번도 씻지 않아서 한심하더라고.사람들이 씻지 않는 누나를 얼마나 혐오하는지 알게 해 줄 거야.	1
동생이 울면 항상 내가 기저귀를 갈아야 해서 나만 일하는 것 같아. 화가 나.누나가 있어도 동생의 젖병은 항상 내가 소독해야 해. 엄마가 나만 시키거든.모르겠어. 누나와 엄마는 내가 기저귀를 잘 간다고 하더라고.	1
엄마랑 아빠는 오래 전에 이혼했는데 오랜만에 나타난 엄마가 나한테 사랑한다고 말해서 화가 나.엄마를 오래 전에 만나서 얼굴도 기억이 나지 않았어.지금은 엄마에 대한 원망이 커서 어떻게 할 지 모르겠어.	1
누나 방은 정리를 못해서 방에 들어갈 때마다 나는 악취 때문에 화가 나.누나는 어릴 때부터 정리를 못 했어.앞으로 누나에게 정리를 잘 하라고 진지하게 설득해 볼 생각이야.	1
우리 집은 지옥이야. 가족 간에도 대화가 안 되고 서로를 미워해서 화가 나.엄마나 아빠와 대화해 본적이 없어.앞으로 엄마 아빠와 진지한 대화를 하도록 노력해 보려고.	1
누나는 자기 필요할 때만 모른 척 해서 화가 나.누나는 자신에게 유리할 때만 세부 내용을 따지고 있어.앞으로 누나가 그렇게 행동하면 나도 같은 방식으로 대응할 거야.	1
아빠는 너무 교활하고 엄마는 순진해서 그런 모습을 볼 때마다 구역질이 나.아빠는 엄마 몰래 많은 비상금을 갖고 있어.모르겠어. 엄마의 마음을 다치게 하고 싶지 않아.	1
할머니가 엄마를 들들 볶는 것을 볼 때마다 구역질이 나.할머니는 엄마에게 쌀밥도 못 먹게 했어.내가 크면 나도 똑같이 할머니를 대할 꺼야.	1
프로젝트에 내 의견이 하나도 반영되지 않았어. 열심히 했는데 짜증나.응. 프로젝트고 뭐고 다 때려치우고 싶고 너무 화가 나.나가서 커피 좀 마시고 와야겠어.	1
왜 다들 나를 이상하게 보는 거야. 너무 화가나.새 옷을 입고 갔는데 직원들이 나를 이상하게 쳐다보잖아. 무시하면 그만이긴 한데 너무 짜증나네.응. 나가서 산책도 하고 기분 좀 풀고 와야겠어.	1
폐렴이 심해져서 내 유일한 낙이던 담배를 끊어야 한대. 이제 어떻게 기쁨을 얻어야 할지 모르겠어.오랜 세월 동안 내 유일한 낙이었는데 아픈 것도 모자라서 기쁨도 빼앗기다니 너무 화가 나.건강을 해치지 않을 만한 다른 취미를 찾아봐야겠어.	1
저혈당이 있어서 인슐린 주사를 맞아야 하는데 주사가 너무 아파.주사를 맞기 전부터 긴장이 되고 맞을 때는 너무 아파서 화가 날 정도야.친한 친구와 대화를 하며 아픔을 잊어 봐야겠어.	1
나를 괴롭히는 친구들이 있어. 괴롭히지 말라고 화내고 싶어.화를 내면 더 괴롭힐 것 같은데 그냥 가만히 있을까 고민 중이야.그래도 내가 화를 내야 친구들이 괴롭히지 않을 것 같아.	1
학교에서 따돌림을 당하고 있어. 부모님께 나를 왜 이렇게 낳았는지 따지고 싶어.어떻게 해야 할지 너무 고민이야.부모님께 지금 내 상황을 말해야겠어. 그게 가장 좋은 방법인 것 같아.	1
엄마 아빠는 아무것도 모르면서 내 탓해. 짜증나.어떻게야 할지 고민 중이야.부모님께 내 상황을 말하는 게 가장 좋은 방법인 것 같아.	1
학교에서 따돌림 당하고 있어서 학교 다니기 싫어.어떻게 하면 이 따돌림이 끝날까 고민 중이야.주변에 도움을 요청하는 것이 가장 좋은 방법인 것 같아.	1
친한 친구가 있었는데 내가 따돌림 당한 이후로 나에게 거리를 둬. 너무 밉고 용서할 수 없어.그 친구한테 뭐라고 해야 할지 고민 중이야.그 친구와 직접 얘기해보는 게 가장 좋은 방법인 것 같아.	1
밤을 새며 이력서를 작성 했는데 파일이 날아가 처음부터 다시 작업해야 돼서 막막해.응. 힘들게 작성했는데 날아가서 화가나.처음부터 다시 작성하려고.	1
회사 자금난 때문에 네 달째 월급이 들어오지 않아 생활이 힘들어.응. 네 달째 들어오지 않아 세금도 못 내고 있어.친구들에게 돈을 빌렸었지.	1
졸업 한 지 삼 년째 인데 취업하지 못해 답답해.응. 삼 년째 취업을 못해서 답답해.취업한 친구들과 상의를 해봐야겠어.	1
아내가 아이를 가졌다는데 나는 책임질 자신이 없어. 절망스러워.아직 집도 없고 수입이 많은 편도 아닌데 너무 0해.모르겠어. 다른 수입원은 찾아보겠지만 어깨가 무거워.	1
아이가 태어났는데 뭔가 문제가 있을 수 있다고 들었어. 너무 0하고 두려워.아이에게 심각한 문제가 있으면 어떻게 할지 모르겠어.의사와 얘기를 좀 더 해봐야겠어.	1
아내가 너무 보기 싫어 화가 나. 미운 감정 밖에 없나 봐.대화를 나눠도 더 화만 나고 미운 생각만 들어.이제 어떤 방법을 찾는 것도 지쳤어.	1
아들이 너무 대들어서 이제 무슨 말을 못 하겠어.게임하는 시간이 많아서 한마디 했더니 다짜고짜 대드는데 너무 화가 나.혼내고 나면 알아듣는 건가 했는데 이젠 대들고 있어.	1
